"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","significant"
2686.5280867446,8.69295094324271,0.320009405034909,27.1646733079436,1.69891157219377e-162,3.13443336500531e-158,"ENSG00000164434.12","Significant"
91.6516626333224,9.40321757559127,0.346192963281717,27.1617813558485,1.83794615046635e-162,3.13443336500531e-158,"ENSG00000171431.4","Significant"
15142.0307020602,-7.38075444478055,0.298829075675172,-24.6989166904343,1.09853371252668e-134,1.248959595562e-130,"ENSG00000164128.7","Significant"
1047.84624977605,4.73903995233314,0.197684987440171,23.9726850971291,5.36047424140531e-127,4.57087638564631e-123,"ENSG00000176887.7","Significant"
4230.93698799932,-5.72397039212342,0.239237433597091,-23.9258978248504,1.64696832821104e-126,1.12349591477244e-122,"ENSG00000251141.6","Significant"
2163.44804820998,-9.45612625534511,0.414699358233045,-22.8023652981665,4.34395127320761e-115,2.46939150044275e-111,"ENSG00000170099.6","Significant"
239.663759511583,-3.97552742532589,0.175605704821899,-22.6389423359446,1.79293844815052e-113,8.73622065564542e-110,"ENSG00000130045.16","Significant"
4090.09005570532,3.31476129225297,0.149401229138321,22.1869747081133,4.58841119108593e-109,1.95626911131949e-105,"ENSG00000141738.14","Significant"
1421.45244453099,2.06365054900278,0.0942092861229923,21.9049589900155,2.32990604685444e-106,8.82982616067902e-103,"ENSG00000135698.10","Significant"
14868.3726649872,2.57817183820017,0.117805239659057,21.8850353826513,3.60730687190161e-106,1.2303802278682e-102,"ENSG00000108344.15","Significant"
220.899702820687,-5.91413842720943,0.270672774714359,-21.8497720483733,7.81218711765701e-106,2.42234616553678e-102,"ENSG00000249346.7","Significant"
1282.60287331523,-2.5408556392841,0.117457108364289,-21.6321998273934,8.94160427558824e-104,2.54150198859803e-100,"ENSG00000134830.6","Significant"
39.246807819075,3.5068643620737,0.162471560600732,21.5844813031106,2.51292404402396e-103,6.59313948412072e-100,"ENSG00000158104.11","Significant"
824.059491111579,-8.46199410924598,0.395176704486263,-21.4131906389744,1.00678301068063e-101,2.45281106630677e-98,"ENSG00000173335.5","Significant"
31207.2230581394,-3.50393809299875,0.16394642863362,-21.372457589968,2.41102238495387e-101,5.48234343373377e-98,"ENSG00000091831.24","Significant"
8475.93887718669,-4.66808160648802,0.219741965792857,-21.243468855141,3.78853801083001e-100,8.07621590458688e-97,"ENSG00000082175.15","Significant"
177.953865490906,3.91526124791768,0.186059457237842,21.0430649752609,2.64703260619585e-98,5.31088165483105e-95,"ENSG00000023839.12","Significant"
11067.2191721867,2.54816971329879,0.121186487103262,21.0268469216994,3.72606546652646e-98,7.06048005179357e-95,"ENSG00000172057.10","Significant"
50671.8578465033,3.23590957434051,0.154986174138093,20.8786983247764,8.36394654006295e-97,1.50146046625509e-93,"ENSG00000141736.14","Significant"
4400.11592057646,1.90739049204313,0.0916780228573554,20.805318795006,3.87376465287382e-96,6.60631823901102e-93,"ENSG00000160211.19","Significant"
5326.43072065252,2.6293331213594,0.126418962195492,20.7985659405545,4.45943664218299e-96,7.24297452340845e-93,"ENSG00000131748.16","Significant"
481.850434596555,-8.46235781387501,0.40876113234504,-20.7024522251588,3.29187228958467e-95,5.10359909332517e-92,"ENSG00000248779.1","Significant"
444.205926235701,-4.2288960963749,0.204392295641683,-20.6900954025611,4.2537075675809e-95,6.30806337891519e-92,"ENSG00000132554.20","Significant"
20542.6579789747,-3.91141058615062,0.193660938638559,-20.1972096884789,1.03587490006301e-90,1.47215087880621e-87,"ENSG00000175356.14","Significant"
85.6509032933577,-5.14427165728761,0.257198187219219,-20.0011971814675,5.37662674401644e-89,7.3354393993965e-86,"ENSG00000230314.7","Significant"
2637.69659037755,-4.51555989239288,0.226922223909122,-19.8991522937008,4.13868886947923e-88,5.42932307539222e-85,"ENSG00000197977.4","Significant"
31525.0389892214,-3.83256641371794,0.193821503945927,-19.7736904094355,5.01684798209554e-87,6.33757966567833e-84,"ENSG00000113739.10","Significant"
4168.77611530903,2.93465214174138,0.148436544814363,19.7704153341181,5.35334506697371e-87,6.52113905515498e-84,"ENSG00000141741.12","Significant"
46.6670767915444,3.20997874153167,0.163258709560728,19.6619142106941,4.5714834525793e-86,5.19747192001916e-83,"ENSG00000231881.2","Significant"
31638.5506084145,-2.18958297084536,0.1121612305421,-19.5217452613761,7.1745248918227e-85,7.89382887129964e-82,"ENSG00000134352.20","Significant"
49999.4298451511,-7.70770019968271,0.398832793278821,-19.3256430503555,3.26885253239239e-83,3.48418819296374e-80,"ENSG00000153002.12","Significant"
274.679911957601,-3.87476806314903,0.201815778486874,-19.1995298494514,3.73456972602e-82,3.85996073379061e-79,"ENSG00000287914.1","Significant"
328.609685381048,4.84884178569771,0.252616634347874,19.1944675306712,4.11680027760061e-82,4.12987717260004e-79,"ENSG00000227471.9","Significant"
3564.54619164567,-3.14353794056281,0.164538336971369,-19.1052006384981,2.28547466427996e-81,2.22722770997888e-78,"ENSG00000157303.11","Significant"
5499.34619396877,2.65285705082217,0.139216309579546,19.0556484282208,5.89812136082434e-81,5.58814231597213e-78,"ENSG00000161395.14","Significant"
1519.57016845183,-2.44308216135466,0.128911575257909,-18.9516120369087,4.28260969171119e-80,3.94787165851041e-77,"ENSG00000120262.10","Significant"
516.476742618023,3.79324140604825,0.200712206397707,18.8989074163832,1.16438802667548e-79,1.03501284240646e-76,"ENSG00000166743.9","Significant"
1228.14917371509,-4.52771624219592,0.239586424425192,-18.8980500587989,1.18346138307294e-79,1.03501284240646e-76,"ENSG00000174827.14","Significant"
5927.94375278157,-2.39583511003798,0.126800141343667,-18.8945775978635,1.26395157032256e-79,1.07777150401404e-76,"ENSG00000171791.14","Significant"
53.0734840491848,4.8270771304609,0.255638365185255,18.8824440610189,1.59052833546238e-79,1.32316440160855e-76,"ENSG00000115850.10","Significant"
942.805592140769,-3.37073944362426,0.178803778815039,-18.8516118952446,2.85023859756654e-79,2.31466519251904e-76,"ENSG00000196932.12","Significant"
1064.32741426828,3.22954927562928,0.172286239786309,18.74525371054,2.1166000761904e-78,1.67890686973726e-75,"ENSG00000135069.14","Significant"
